date,team,opponent,gd,gf,competition,is_friendly,event_id
1998-06-25,Belgium,South Korea,0,1,"FIFA World Cup, Group E",0,264915
1998-06-25,South Korea,Belgium,0,1,"FIFA World Cup, Group E",0,264915
2002-06-04,South Korea,Poland,2,2,"FIFA World Cup, Group D",0,264978
2002-06-04,Poland,South Korea,-2,0,"FIFA World Cup, Group D",0,264978
2002-06-10,South Korea,USA,0,1,"FIFA World Cup, Group D",0,264976
2002-06-10,USA,South Korea,0,1,"FIFA World Cup, Group D",0,264976
2002-06-14,Portugal,South Korea,-1,0,"FIFA World Cup, Group D",0,264973
2002-06-14,South Korea,Portugal,1,1,"FIFA World Cup, Group D",0,264973
2002-06-18,South Korea,Italy,1,2,"FIFA World Cup, Knockout",0,265003
2002-06-18,Italy,South Korea,-1,1,"FIFA World Cup, Knockout",0,265003
2002-06-22,Spain,South Korea,-2,3,"FIFA World Cup, Knockout",0,265012
2002-06-22,South Korea,Spain,2,5,"FIFA World Cup, Knockout",0,265012
2002-06-25,Germany,South Korea,1,1,"FIFA World Cup, Knockout",0,265016
2002-06-25,South Korea,Germany,-1,0,"FIFA World Cup, Knockout",0,265016
2002-06-29,South Korea,Turkey,-1,2,"FIFA World Cup, Knockout",0,265017
2002-06-29,Turkey,South Korea,1,3,"FIFA World Cup, Knockout",0,265017
2005-03-25,Saudi Arabia,South Korea,2,2,"World Cup Qualification, AFC Gr. 1",0,160012
2005-03-25,South Korea,Saudi Arabia,-2,0,"World Cup Qualification, AFC Gr. 1",0,160012
2023-09-07,Netherlands,Greece,3,3,"Euro, Qualification Group B",0,10752463
2023-09-07,Greece,Netherlands,-3,0,"Euro, Qualification Group B",0,10752463
2023-10-13,Ireland,Greece,-2,0,"Euro, Qualification Group B",0,10752517
2023-10-13,Greece,Ireland,2,2,"Euro, Qualification Group B",0,10752517
2023-10-16,Greece,Netherlands,-1,0,"Euro, Qualification Group B",0,10752540
2023-10-16,Netherlands,Greece,1,1,"Euro, Qualification Group B",0,10752540
2023-11-17,Greece,New Zealand,2,2,Int. Friendly Games,1,11635615
2023-11-17,New Zealand,Greece,-2,0,Int. Friendly Games,1,11635615
2024-06-07,Germany,Greece,1,2,Int. Friendly Games,1,12208861
2024-06-07,Greece,Germany,-1,1,Int. Friendly Games,1,12208861
2024-09-10,Ireland,Greece,-2,0,"UEFA Nations League, League B, Gr. 2",0,12057859
2024-09-10,Greece,Ireland,2,2,"UEFA Nations League, League B, Gr. 2",0,12057859
2024-10-10,England,Greece,-1,1,"UEFA Nations League, League B, Gr. 2",0,12057862
2024-10-10,Greece,England,1,2,"UEFA Nations League, League B, Gr. 2",0,12057862
2024-10-13,Greece,Ireland,2,2,"UEFA Nations League, League B, Gr. 2",0,12057860
2024-10-13,Ireland,Greece,-2,0,"UEFA Nations League, League B, Gr. 2",0,12057860
2024-11-14,Greece,England,-3,0,"UEFA Nations League, League B, Gr. 2",0,12057858
2024-11-14,England,Greece,3,3,"UEFA Nations League, League B, Gr. 2",0,12057858
2025-03-20,Greece,Scotland,-1,0,"UEFA Nations League, Promotion/Relegation Play-offs",0,13157448
2025-03-20,Scotland,Greece,1,1,"UEFA Nations League, Promotion/Relegation Play-offs",0,13157448
2025-03-23,Scotland,Greece,-3,0,"UEFA Nations League, Promotion/Relegation Play-offs",0,13157449
2025-03-23,Greece,Scotland,3,3,"UEFA Nations League, Promotion/Relegation Play-offs",0,13157449
2025-06-07,Greece,Slovakia,3,4,Int. Friendly Games,1,13888380
2025-06-07,Slovakia,Greece,-3,1,Int. Friendly Games,1,13888380
2025-09-08,Greece,Denmark,-3,0,World Cup Qual. UEFA C,0,13233489
2025-09-08,Denmark,Greece,3,3,World Cup Qual. UEFA C,0,13233489
2025-10-09,Scotland,Greece,2,3,World Cup Qual. UEFA C,0,13233589
2025-10-09,Greece,Scotland,-2,1,World Cup Qual. UEFA C,0,13233589
2025-10-12,Denmark,Greece,2,3,World Cup Qual. UEFA C,0,13233626
2025-10-12,Greece,Denmark,-2,1,World Cup Qual. UEFA C,0,13233626
2025-11-15,Greece,Scotland,1,3,World Cup Qual. UEFA C,0,13233669
2025-11-15,Scotland,Greece,-1,2,World Cup Qual. UEFA C,0,13233669
2026-03-27,Greece,Paraguay,-1,0,Int. Friendly Games,1,15646794
2026-03-27,Paraguay,Greece,1,1,Int. Friendly Games,1,15646794
2026-06-04,Sweden,Greece,0,2,Int. Friendly Games,1,16153425
2026-06-04,Greece,Sweden,0,2,Int. Friendly Games,1,16153425
2026-06-07,Greece,Italy,-1,0,Int. Friendly Games,1,16174773
2026-06-07,Italy,Greece,1,1,Int. Friendly Games,1,16174773
2020-11-18,Greece,Slovenia,0,0,"UEFA Nations League, League C, Gr. 3",0,8600905
2020-11-18,Slovenia,Greece,0,0,"UEFA Nations League, League C, Gr. 3",0,8600905
2021-03-25,Spain,Greece,0,1,World Cup Qual. UEFA B,0,9223717
2021-03-25,Greece,Spain,0,1,World Cup Qual. UEFA B,0,9223717
2021-03-28,Greece,Honduras,1,2,Int. Friendly Games,1,9414575
2021-03-28,Honduras,Greece,-1,1,Int. Friendly Games,1,9414575
2021-06-03,Belgium,Greece,0,1,Int. Friendly Games,1,9541318
2021-06-03,Greece,Belgium,0,1,Int. Friendly Games,1,9541318
2021-06-06,Norway,Greece,-1,1,Int. Friendly Games,1,9538743
2021-06-06,Greece,Norway,1,2,Int. Friendly Games,1,9538743
2021-09-01,Switzerland,Greece,1,2,Int. Friendly Games,1,9747532
2021-09-01,Greece,Switzerland,-1,1,Int. Friendly Games,1,9747532
2021-09-08,Greece,Sweden,1,2,World Cup Qual. UEFA B,0,9223824
2021-09-08,Sweden,Greece,-1,1,World Cup Qual. UEFA B,0,9223824
2021-10-12,Sweden,Greece,2,2,World Cup Qual. UEFA B,0,9223862
2021-10-12,Greece,Sweden,-2,0,World Cup Qual. UEFA B,0,9223862
2021-11-11,Greece,Spain,-1,0,World Cup Qual. UEFA B,0,9223888
2021-11-11,Spain,Greece,1,1,World Cup Qual. UEFA B,0,9223888
2023-06-16,Greece,Ireland,1,2,"Euro, Qualification Group B",0,10752413
2023-06-16,Ireland,Greece,-1,1,"Euro, Qualification Group B",0,10752413
2017-09-03,Greece,Belgium,-1,1,World Cup Qual. UEFA H,0,6828318
2017-09-03,Belgium,Greece,1,2,World Cup Qual. UEFA H,0,6828318
2017-11-09,Croatia,Greece,3,4,World Cup Qual. UEFA Playoffs,0,7624049
2017-11-09,Greece,Croatia,-3,1,World Cup Qual. UEFA Playoffs,0,7624049
2017-11-12,Greece,Croatia,0,0,World Cup Qual. UEFA Playoffs,0,7624047
2017-11-12,Croatia,Greece,0,0,World Cup Qual. UEFA Playoffs,0,7624047
2018-03-23,Greece,Switzerland,-1,0,Int. Friendly Games,1,7689648
2018-03-23,Switzerland,Greece,1,1,Int. Friendly Games,1,7689648
2018-03-27,Greece,Egypt,1,1,Int. Friendly Games,1,7756325
2018-03-27,Egypt,Greece,-1,0,Int. Friendly Games,1,7756325
2018-05-15,Saudi Arabia,Greece,2,2,Int. Friendly Games,1,7799911
2018-05-15,Greece,Saudi Arabia,-2,0,Int. Friendly Games,1,7799911
2019-03-26,Bosnia and Herzegovina,Greece,0,2,"Euro, Qualification Group J",0,8078429
2019-03-26,Greece,Bosnia and Herzegovina,0,2,"Euro, Qualification Group J",0,8078429
2019-05-30,Turkey,Greece,1,2,Int. Friendly Games,1,8221639
2019-05-30,Greece,Turkey,-1,1,Int. Friendly Games,1,8221639
2019-06-08,Greece,Italy,-3,0,"Euro, Qualification Group J",0,8078479
2019-06-08,Italy,Greece,3,3,"Euro, Qualification Group J",0,8078479
2019-10-12,Italy,Greece,2,2,"Euro, Qualification Group J",0,8078658
2019-10-12,Greece,Italy,-2,0,"Euro, Qualification Group J",0,8078658
2019-10-15,Greece,Bosnia and Herzegovina,1,2,"Euro, Qualification Group J",0,8079027
2019-10-15,Bosnia and Herzegovina,Greece,-1,1,"Euro, Qualification Group J",0,8079027
2020-09-03,Slovenia,Greece,0,0,"UEFA Nations League, League C, Gr. 3",0,8600844
2020-09-03,Greece,Slovenia,0,0,"UEFA Nations League, League C, Gr. 3",0,8600844
2020-10-07,Austria,Greece,1,2,Int. Friendly Games,1,8803182
2020-10-07,Greece,Austria,-1,1,Int. Friendly Games,1,8803182
2014-06-19,Japan,Greece,0,0,"FIFA World Cup, Group C",0,4768740
2014-06-19,Greece,Japan,0,0,"FIFA World Cup, Group C",0,4768740
2014-06-24,Greece,Ivory Coast,1,2,"FIFA World Cup, Group C",0,4768744
2014-06-24,Ivory Coast,Greece,-1,1,"FIFA World Cup, Group C",0,4768744
2014-06-29,Costa Rica,Greece,2,6,"FIFA World Cup, Knockout",0,4768150
2014-06-29,Greece,Costa Rica,-2,4,"FIFA World Cup, Knockout",0,4768150
2014-11-18,Greece,Serbia,-2,0,Int. Friendly Games,1,6303496
2014-11-18,Serbia,Greece,2,2,Int. Friendly Games,1,6303496
2015-06-16,Poland,Greece,0,0,Int. Friendly Games,1,6751711
2015-06-16,Greece,Poland,0,0,Int. Friendly Games,1,6751711
2015-11-17,Turkey,Greece,0,0,Int. Friendly Games,1,6948290
2015-11-17,Greece,Turkey,0,0,Int. Friendly Games,1,6948290
2016-03-29,Greece,Iceland,-1,2,Int. Friendly Games,1,6971200
2016-03-29,Iceland,Greece,1,3,Int. Friendly Games,1,6971200
2016-06-04,Australia,Greece,1,1,Int. Friendly Games,1,7069017
2016-06-04,Greece,Australia,-1,0,Int. Friendly Games,1,7069017
2016-06-07,Australia,Greece,-1,1,Int. Friendly Games,1,7069018
2016-06-07,Greece,Australia,1,2,Int. Friendly Games,1,7069018
2016-09-01,Netherlands,Greece,-1,1,Int. Friendly Games,1,7070869
2016-09-01,Greece,Netherlands,1,2,Int. Friendly Games,1,7070869
2016-11-13,Greece,Bosnia and Herzegovina,0,1,World Cup Qual. UEFA H,0,6828189
2016-11-13,Bosnia and Herzegovina,Greece,0,1,World Cup Qual. UEFA H,0,6828189
2017-03-25,Belgium,Greece,0,1,World Cup Qual. UEFA H,0,6828249
2017-03-25,Greece,Belgium,0,1,World Cup Qual. UEFA H,0,6828249
2017-06-09,Bosnia and Herzegovina,Greece,0,0,World Cup Qual. UEFA H,0,6828315
2017-06-09,Greece,Bosnia and Herzegovina,0,0,World Cup Qual. UEFA H,0,6828315
2011-11-11,Greece,Russia,0,1,Int. Friendly Games,1,2095155
2011-11-11,Russia,Greece,0,1,Int. Friendly Games,1,2095155
2012-02-29,Greece,Belgium,0,1,Int. Friendly Games,1,2257568
2012-02-29,Belgium,Greece,0,1,Int. Friendly Games,1,2257568
2012-05-26,Greece,Slovenia,0,1,Int. Friendly Games,1,2430638
2012-05-26,Slovenia,Greece,0,1,Int. Friendly Games,1,2430638
2012-06-08,Poland,Greece,0,1,"Euro, Group A",0,2207778
2012-06-08,Greece,Poland,0,1,"Euro, Group A",0,2207778
2012-06-12,Greece,Czech Republic,-1,1,"Euro, Group A",0,2207796
2012-06-12,Czech Republic,Greece,1,2,"Euro, Group A",0,2207796
2012-06-16,Greece,Russia,1,1,"Euro, Group A",0,2207810
2012-06-16,Russia,Greece,-1,0,"Euro, Group A",0,2207810
2012-06-22,Germany,Greece,2,4,"Euro, Knockout stage",0,2212192
2012-06-22,Greece,Germany,-2,2,"Euro, Knockout stage",0,2212192
2012-08-15,Norway,Greece,-1,2,Int. Friendly Games,1,2430642
2012-08-15,Greece,Norway,1,3,Int. Friendly Games,1,2430642
2012-10-12,Greece,Bosnia and Herzegovina,0,0,World Cup Qual. UEFA G,0,2170594
2012-10-12,Bosnia and Herzegovina,Greece,0,0,World Cup Qual. UEFA G,0,2170594
2012-10-16,Slovakia,Greece,-1,0,World Cup Qual. UEFA G,0,2170602
2012-10-16,Greece,Slovakia,1,1,World Cup Qual. UEFA G,0,2170602
2012-11-14,Ireland,Greece,-1,0,Int. Friendly Games,1,3202205
2012-11-14,Greece,Ireland,1,1,Int. Friendly Games,1,3202205
2013-02-06,Greece,Switzerland,0,0,Int. Friendly Games,1,3358370
2013-02-06,Switzerland,Greece,0,0,Int. Friendly Games,1,3358370
2013-03-22,Bosnia and Herzegovina,Greece,2,3,World Cup Qual. UEFA G,0,2170606
2013-03-22,Greece,Bosnia and Herzegovina,-2,1,World Cup Qual. UEFA G,0,2170606
2013-08-14,Austria,Greece,-2,0,Int. Friendly Games,1,4165191
2013-08-14,Greece,Austria,2,2,Int. Friendly Games,1,4165191
2013-10-11,Greece,Slovakia,1,1,World Cup Qual. UEFA G,0,2170630
2013-10-11,Slovakia,Greece,-1,0,World Cup Qual. UEFA G,0,2170630
2014-05-31,Portugal,Greece,0,0,Int. Friendly Games,1,5286252
2014-05-31,Greece,Portugal,0,0,Int. Friendly Games,1,5286252
2014-06-03,Greece,Nigeria,0,0,Int. Friendly Games,1,5340208
2014-06-03,Nigeria,Greece,0,0,Int. Friendly Games,1,5340208
2014-06-14,Colombia,Greece,3,3,"FIFA World Cup, Group C",0,4768734
2014-06-14,Greece,Colombia,-3,0,"FIFA World Cup, Group C",0,4768734
2009-08-12,Poland,Greece,2,2,Int. Friendly Games,1,1059288
2009-08-12,Greece,Poland,-2,0,Int. Friendly Games,1,1059288
2009-09-05,Switzerland,Greece,2,2,World Cup Qual. UEFA B,0,689885
2009-09-05,Greece,Switzerland,-2,0,World Cup Qual. UEFA B,0,689885
2009-11-14,Greece,Ukraine,0,0,World Cup Qual. UEFA Playoffs,0,1196460
2009-11-14,Ukraine,Greece,0,0,World Cup Qual. UEFA Playoffs,0,1196460
2009-11-18,Ukraine,Greece,-1,0,World Cup Qual. UEFA Playoffs,0,1196461
2009-11-18,Greece,Ukraine,1,1,World Cup Qual. UEFA Playoffs,0,1196461
2010-03-03,Greece,Senegal,-2,0,Int. Friendly Games,1,1271973
2010-03-03,Senegal,Greece,2,2,Int. Friendly Games,1,1271973
2010-05-25,Greece,North Korea,0,2,Int. Friendly Games,1,1343925
2010-05-25,North Korea,Greece,0,2,Int. Friendly Games,1,1343925
2010-06-02,Greece,Paraguay,-2,0,Int. Friendly Games,1,1343980
2010-06-02,Paraguay,Greece,2,2,Int. Friendly Games,1,1343980
2010-06-17,Greece,Nigeria,1,2,"FIFA World Cup, Group B",0,1251341
2010-06-17,Nigeria,Greece,-1,1,"FIFA World Cup, Group B",0,1251341
2010-06-22,Greece,Argentina,-2,0,"FIFA World Cup, Group B",0,1251346
2010-06-22,Argentina,Greece,2,2,"FIFA World Cup, Group B",0,1251346
2010-08-11,Serbia,Greece,-1,0,Int. Friendly Games,1,1406118
2010-08-11,Greece,Serbia,1,1,Int. Friendly Games,1,1406118
2010-09-07,Croatia,Greece,0,0,"Euro, Qualification Group F",0,1334848
2010-09-07,Greece,Croatia,0,0,"Euro, Qualification Group F",0,1334848
2010-11-17,Austria,Greece,-1,1,Int. Friendly Games,1,1499298
2010-11-17,Greece,Austria,1,2,Int. Friendly Games,1,1499298
2011-02-09,Greece,Canada,1,1,Int. Friendly Games,1,1581134
2011-02-09,Canada,Greece,-1,0,Int. Friendly Games,1,1581134
2011-03-29,Greece,Poland,0,0,Int. Friendly Games,1,1644436
2011-03-29,Poland,Greece,0,0,Int. Friendly Games,1,1644436
2011-06-08,Ecuador,Greece,0,1,Int. Friendly Games,1,1736449
2011-06-08,Greece,Ecuador,0,1,Int. Friendly Games,1,1736449
2011-08-10,Bosnia and Herzegovina,Greece,0,0,Int. Friendly Games,1,1685592
2011-08-10,Greece,Bosnia and Herzegovina,0,0,Int. Friendly Games,1,1685592
2011-10-07,Greece,Croatia,2,2,"Euro, Qualification Group F",0,1334867
2011-10-07,Croatia,Greece,-2,0,"Euro, Qualification Group F",0,1334867
2005-06-04,Turkey,Greece,0,0,World Cup Qual. UEFA B,0,170917
2005-06-04,Greece,Turkey,0,0,World Cup Qual. UEFA B,0,170917
2005-06-08,Greece,Ukraine,-1,0,World Cup Qual. UEFA B,0,170942
2005-06-08,Ukraine,Greece,1,1,World Cup Qual. UEFA B,0,170942
2005-10-08,Denmark,Greece,1,1,World Cup Qual. UEFA B,0,171080
2005-10-08,Greece,Denmark,-1,0,World Cup Qual. UEFA B,0,171080
2006-10-07,Greece,Norway,1,1,"Euro, Qualification Group C",0,267692
2006-10-07,Norway,Greece,-1,0,"Euro, Qualification Group C",0,267692
2006-10-11,Bosnia and Herzegovina,Greece,-4,0,"Euro, Qualification Group C",0,267693
2006-10-11,Greece,Bosnia and Herzegovina,4,4,"Euro, Qualification Group C",0,267693
2007-03-24,Greece,Turkey,-3,1,"Euro, Qualification Group C",0,267697
2007-03-24,Turkey,Greece,3,4,"Euro, Qualification Group C",0,267697
2007-09-12,Norway,Greece,0,2,"Euro, Qualification Group C",0,267711
2007-09-12,Greece,Norway,0,2,"Euro, Qualification Group C",0,267711
2007-10-13,Greece,Bosnia and Herzegovina,1,3,"Euro, Qualification Group C",0,267716
2007-10-13,Bosnia and Herzegovina,Greece,-1,2,"Euro, Qualification Group C",0,267716
2007-10-17,Turkey,Greece,-1,0,"Euro, Qualification Group C",0,267718
2007-10-17,Greece,Turkey,1,1,"Euro, Qualification Group C",0,267718
2008-06-10,Greece,Sweden,-2,0,"Euro, Group D",0,636812
2008-06-10,Sweden,Greece,2,2,"Euro, Group D",0,636812
2008-06-14,Greece,Russia,-1,0,"Euro, Group D",0,636814
2008-06-14,Russia,Greece,1,1,"Euro, Group D",0,636814
2008-06-18,Greece,Spain,-1,1,"Euro, Group D",0,636815
2008-06-18,Spain,Greece,1,2,"Euro, Group D",0,636815
2008-08-20,Slovakia,Greece,-2,0,Int. Friendly Games,1,843755
2008-08-20,Greece,Slovakia,2,2,Int. Friendly Games,1,843755
2008-10-15,Greece,Switzerland,-1,1,World Cup Qual. UEFA B,0,689849
2008-10-15,Switzerland,Greece,1,2,World Cup Qual. UEFA B,0,689849
2008-11-19,Greece,Italy,0,1,Int. Friendly Games,1,907226
2008-11-19,Italy,Greece,0,1,Int. Friendly Games,1,907226
2009-02-11,Greece,Denmark,0,1,Int. Friendly Games,1,907227
2009-02-11,Denmark,Greece,0,1,Int. Friendly Games,1,907227
1998-09-06,Greece,Slovenia,0,2,"Euro, Qualification Group B",0,429661
1998-09-06,Slovenia,Greece,0,2,"Euro, Qualification Group B",0,429661
1999-03-27,Greece,Norway,-2,0,"Euro, Qualification Group B",0,429669
1999-03-27,Norway,Greece,2,2,"Euro, Qualification Group B",0,429669
1999-09-04,Norway,Greece,1,1,"Euro, Qualification Group B",0,429681
1999-09-04,Greece,Norway,-1,0,"Euro, Qualification Group B",0,429681
1999-10-09,Slovenia,Greece,-3,0,"Euro, Qualification Group B",0,429687
1999-10-09,Greece,Slovenia,3,3,"Euro, Qualification Group B",0,429687
2002-09-07,Greece,Spain,-2,0,"Euro, Qualification Group F",0,429126
2002-09-07,Spain,Greece,2,2,"Euro, Qualification Group F",0,429126
2002-10-12,Ukraine,Greece,2,2,"Euro, Qualification Group F",0,429129
2002-10-12,Greece,Ukraine,-2,0,"Euro, Qualification Group F",0,429129
2003-06-07,Spain,Greece,-1,0,"Euro, Qualification Group F",0,33883
2003-06-07,Greece,Spain,1,1,"Euro, Qualification Group F",0,33883
2003-06-11,Greece,Ukraine,1,1,"Euro, Qualification Group F",0,34508
2003-06-11,Ukraine,Greece,-1,0,"Euro, Qualification Group F",0,34508
2004-06-12,Portugal,Greece,-1,1,"Euro, Group A",0,94957
2004-06-12,Greece,Portugal,1,2,"Euro, Group A",0,94957
2004-06-16,Greece,Spain,0,1,"Euro, Group A",0,94965
2004-06-16,Spain,Greece,0,1,"Euro, Group A",0,94965
2004-06-20,Russia,Greece,1,2,"Euro, Group A",0,94973
2004-06-20,Greece,Russia,-1,1,"Euro, Group A",0,94973
2004-07-01,Czech Republic,Greece,-1,0,"Euro, Knockout stage",0,100102
2004-07-01,Greece,Czech Republic,1,1,"Euro, Knockout stage",0,100102
2004-07-04,Portugal,Greece,-1,0,"Euro, Knockout stage",0,100626
2004-07-04,Greece,Portugal,1,1,"Euro, Knockout stage",0,100626
